row_id	conversation_id	utterance_id	context	target	emotion 
774	91	6	> Ronni: `Like , chasing their tail , or , uh , jumping to catch a frisbee .` > Chandler: `Joey , if I go first , I wanna be looking for my keys .` > Ronni: `That is a good one !` > Mr. Tribbiani: `Hey , Joe .`	Hey , Joe .	neutral
775	91	7	> Chandler: `Joey , if I go first , I wanna be looking for my keys .` > Ronni: `That is a good one !` > Mr. Tribbiani: `Hey , Joe .` > Joey: `Dad , Ronni here .`	Dad , Ronni here .	neutral
776	91	8	> Ronni: `That is a good one !` > Mr. Tribbiani: `Hey , Joe .` > Joey: `Dad , Ronni here .` > Mr. Tribbiani: `Huh ?`	Huh ?	surprise
777	92	1	> Chandler: `Hey , Kicky . What are you doing ?`	Hey , Kicky . What are you doing ?	disgust
778	92	2	> Chandler: `Hey , Kicky . What are you doing ?` > Joey: `Just trying to get comfortable . I can not sleep in my underwear .`	Just trying to get comfortable . I can not sleep in my underwear .	sadness
779	92	3	> Chandler: `Hey , Kicky . What are you doing ?` > Joey: `Just trying to get comfortable . I can not sleep in my underwear .` > Chandler: `Well , you are gonna .`	Well , you are gonna .	neutral
780	92	4	> Chandler: `Hey , Kicky . What are you doing ?` > Joey: `Just trying to get comfortable . I can not sleep in my underwear .` > Chandler: `Well , you are gonna .` > Joey: `I have been thinking . You know , about how I am always seeing girls on top of girls ...`	I have been thinking . You know , about how I am always seeing girls on top of girls ...	neutral
781	92	5	> Joey: `Just trying to get comfortable . I can not sleep in my underwear .` > Chandler: `Well , you are gonna .` > Joey: `I have been thinking . You know , about how I am always seeing girls on top of girls ...` > Chandler: `Are they end to end , or tall like pancakes ?`	Are they end to end , or tall like pancakes ?	neutral
782	92	6	> Chandler: `Well , you are gonna .` > Joey: `I have been thinking . You know , about how I am always seeing girls on top of girls ...` > Chandler: `Are they end to end , or tall like pancakes ?` > Joey: `You know what I mean , about how I am always going out with all these women .`	You know what I mean , about how I am always going out with all these women .	neutral
783	92	7	> Joey: `I have been thinking . You know , about how I am always seeing girls on top of girls ...` > Chandler: `Are they end to end , or tall like pancakes ?` > Joey: `You know what I mean , about how I am always going out with all these women .` > Joey: `And I always figured , when the right one comes along , I would be able to be a stand ... up guy and go the distance , you know ?`	And I always figured , when the right one comes along , I would be able to be a stand ... up guy and go the distance , you know ?	sadness
784	92	8	> Chandler: `Are they end to end , or tall like pancakes ?` > Joey: `You know what I mean , about how I am always going out with all these women .` > Joey: `And I always figured , when the right one comes along , I would be able to be a stand ... up guy and go the distance , you know ?` > Joey: `Now I am looking at my dad , thinking ...`	Now I am looking at my dad , thinking ...	sadness
785	92	9	> Joey: `You know what I mean , about how I am always going out with all these women .` > Joey: `And I always figured , when the right one comes along , I would be able to be a stand ... up guy and go the distance , you know ?` > Joey: `Now I am looking at my dad , thinking ...` > Chandler: `Hey , you are not him .`	Hey , you are not him .	neutral
786	92	10	> Joey: `And I always figured , when the right one comes along , I would be able to be a stand ... up guy and go the distance , you know ?` > Joey: `Now I am looking at my dad , thinking ...` > Chandler: `Hey , you are not him .` > Chandler: `You are you .`	You are you .	neutral
787	92	11	> Joey: `Now I am looking at my dad , thinking ...` > Chandler: `Hey , you are not him .` > Chandler: `You are you .` > Chandler: `When they were all over you to go into your father pipe ... fitting business , did you cave ?`	When they were all over you to go into your father pipe ... fitting business , did you cave ?	neutral
788	92	12	> Chandler: `Hey , you are not him .` > Chandler: `You are you .` > Chandler: `When they were all over you to go into your father pipe ... fitting business , did you cave ?` > Joey: `No .`	No .	neutral
789	92	13	> Chandler: `You are you .` > Chandler: `When they were all over you to go into your father pipe ... fitting business , did you cave ?` > Joey: `No .` > Chandler: `No .`	No .	neutral
790	92	14	> Chandler: `When they were all over you to go into your father pipe ... fitting business , did you cave ?` > Joey: `No .` > Chandler: `No .` > Chandler: `You decided to go into the out ... of ... work actor business .`	You decided to go into the out ... of ... work actor business .	neutral
791	92	15	> Joey: `No .` > Chandler: `No .` > Chandler: `You decided to go into the out ... of ... work actor business .` > Chandler: `Now that was not easy , but you did it !`	Now that was not easy , but you did it !	neutral
792	92	16	"> Chandler: `No .` > Chandler: `You decided to go into the out ... of ... work actor business .` > Chandler: `Now that was not easy , but you did it !` > Chandler: `And I would like to believe that when the right woman comes along , you will have the courage and the guts to say "" No thanks , I am married . ""`"	"And I would like to believe that when the right woman comes along , you will have the courage and the guts to say "" No thanks , I am married . """	neutral
793	92	17	"> Chandler: `You decided to go into the out ... of ... work actor business .` > Chandler: `Now that was not easy , but you did it !` > Chandler: `And I would like to believe that when the right woman comes along , you will have the courage and the guts to say "" No thanks , I am married . ""` > Joey: `You really think so ?`"	You really think so ?	joy
794	92	18	"> Chandler: `Now that was not easy , but you did it !` > Chandler: `And I would like to believe that when the right woman comes along , you will have the courage and the guts to say "" No thanks , I am married . ""` > Joey: `You really think so ?` > Chandler: `Yeah . I really do .`"	Yeah . I really do .	neutral
795	92	19	"> Chandler: `And I would like to believe that when the right woman comes along , you will have the courage and the guts to say "" No thanks , I am married . ""` > Joey: `You really think so ?` > Chandler: `Yeah . I really do .` > Joey: `Thanks , Chandler .`"	Thanks , Chandler .	neutral
796	92	20	> Joey: `You really think so ?` > Chandler: `Yeah . I really do .` > Joey: `Thanks , Chandler .` > Chandler: `Get off !`	Get off !	anger
797	93	1	> All: `Hey , Pheebs .`	Hey , Pheebs .	neutral
798	93	2	> All: `Hey , Pheebs .` > Phoebe: `Hey .`	Hey .	joy
799	93	3	> All: `Hey , Pheebs .` > Phoebe: `Hey .` > Monica: `How it going ?`	How it going ?	neutral
800	93	4	> All: `Hey , Pheebs .` > Phoebe: `Hey .` > Monica: `How it going ?` > Phoebe: `Good . Oh oh ! Roger having a dinner thing and he wanted me to invite you guys .`	Good . Oh oh ! Roger having a dinner thing and he wanted me to invite you guys .	joy
801	93	5	> Phoebe: `Hey .` > Monica: `How it going ?` > Phoebe: `Good . Oh oh ! Roger having a dinner thing and he wanted me to invite you guys .` > Phoebe: `So what going on ?`	So what going on ?	neutral
802	93	6	> Monica: `How it going ?` > Phoebe: `Good . Oh oh ! Roger having a dinner thing and he wanted me to invite you guys .` > Phoebe: `So what going on ?` > Monica: `Nothing , um , it is just , um ... It is Roger .`	Nothing , um , it is just , um ... It is Roger .	neutral
803	93	7	> Phoebe: `Good . Oh oh ! Roger having a dinner thing and he wanted me to invite you guys .` > Phoebe: `So what going on ?` > Monica: `Nothing , um , it is just , um ... It is Roger .` > Ross: `I dunno , there is just something about ...`	I dunno , there is just something about ...	neutral
804	93	8	> Phoebe: `So what going on ?` > Monica: `Nothing , um , it is just , um ... It is Roger .` > Ross: `I dunno , there is just something about ...` > Chandler: `Basically we just feel that he is ...`	Basically we just feel that he is ...	neutral
805	93	9	> Monica: `Nothing , um , it is just , um ... It is Roger .` > Ross: `I dunno , there is just something about ...` > Chandler: `Basically we just feel that he is ...` > Rachel: `We hate that guy .`	We hate that guy .	disgust
806	93	10	> Ross: `I dunno , there is just something about ...` > Chandler: `Basically we just feel that he is ...` > Rachel: `We hate that guy .` > All: `Yeah . Hate him .`	Yeah . Hate him .	disgust
807	93	11	> Chandler: `Basically we just feel that he is ...` > Rachel: `We hate that guy .` > All: `Yeah . Hate him .` > Ross: `We are sorry , Pheebs , we are sorry .`	We are sorry , Pheebs , we are sorry .	sadness
808	93	12	> Rachel: `We hate that guy .` > All: `Yeah . Hate him .` > Ross: `We are sorry , Pheebs , we are sorry .` > Phoebe: `Uh ... huh .`	Uh ... huh .	neutral
809	93	13	> All: `Yeah . Hate him .` > Ross: `We are sorry , Pheebs , we are sorry .` > Phoebe: `Uh ... huh .` > Phoebe: `Okay .`	Okay .	neutral
810	93	14	> Ross: `We are sorry , Pheebs , we are sorry .` > Phoebe: `Uh ... huh .` > Phoebe: `Okay .` > Phoebe: `Okay , do not you think , maybe , though , it is just that he is so perceptive that it freaks you out ?`	Okay , do not you think , maybe , though , it is just that he is so perceptive that it freaks you out ?	neutral
811	93	15	> Phoebe: `Uh ... huh .` > Phoebe: `Okay .` > Phoebe: `Okay , do not you think , maybe , though , it is just that he is so perceptive that it freaks you out ?` > All: `... No , we hate him .`	... No , we hate him .	disgust
812	93	16	> Phoebe: `Okay .` > Phoebe: `Okay , do not you think , maybe , though , it is just that he is so perceptive that it freaks you out ?` > All: `... No , we hate him .` > Rachel: `We are sorry .`	We are sorry .	sadness
813	94	1	> Joey: `Ma ! What are you doing here ?`	Ma ! What are you doing here ?	surprise
814	94	2	> Joey: `Ma ! What are you doing here ?` > Mrs. Tribbiani: `I came to give you this and this .`	I came to give you this and this .	neutral
815	94	3	> Joey: `Ma ! What are you doing here ?` > Mrs. Tribbiani: `I came to give you this and this .` > Joey: `Oww ! Big ring !`	Oww ! Big ring !	surprise
816	95	1	> Roger: `What wrong , sweetie ?`	What wrong , sweetie ?	neutral
817	95	2	> Roger: `What wrong , sweetie ?` > Phoebe: `Nothing , nothing .`	Nothing , nothing .	neutral
818	95	3	> Roger: `What wrong , sweetie ?` > Phoebe: `Nothing , nothing .` > Roger: `Aaaah , what wrong , c mon .`	Aaaah , what wrong , c mon .	neutral
819	95	4	> Roger: `What wrong , sweetie ?` > Phoebe: `Nothing , nothing .` > Roger: `Aaaah , what wrong , c mon .` > Phoebe: `It is , I mean , it is nothing , I am fine . It is my friends . They ... they have a liking problem with you . In that , um , they do not .`	It is , I mean , it is nothing , I am fine . It is my friends . They ... they have a liking problem with you . In that , um , they do not .	sadness
820	95	5	> Phoebe: `Nothing , nothing .` > Roger: `Aaaah , what wrong , c mon .` > Phoebe: `It is , I mean , it is nothing , I am fine . It is my friends . They ... they have a liking problem with you . In that , um , they do not .` > Roger: `Oh . They do not ?`	Oh . They do not ?	surprise
821	95	6	> Roger: `Aaaah , what wrong , c mon .` > Phoebe: `It is , I mean , it is nothing , I am fine . It is my friends . They ... they have a liking problem with you . In that , um , they do not .` > Roger: `Oh . They do not ?` > Phoebe: `But you know , they do not see all the wonderfulness that I see . They do not see all the good stuff and all the sweet stuff . They just you know , they think you are a little ...`	But you know , they do not see all the wonderfulness that I see . They do not see all the good stuff and all the sweet stuff . They just you know , they think you are a little ...	joy
822	95	7	> Phoebe: `It is , I mean , it is nothing , I am fine . It is my friends . They ... they have a liking problem with you . In that , um , they do not .` > Roger: `Oh . They do not ?` > Phoebe: `But you know , they do not see all the wonderfulness that I see . They do not see all the good stuff and all the sweet stuff . They just you know , they think you are a little ...` > Roger: `What ?`	What ?	surprise
823	95	8	> Roger: `Oh . They do not ?` > Phoebe: `But you know , they do not see all the wonderfulness that I see . They do not see all the good stuff and all the sweet stuff . They just you know , they think you are a little ...` > Roger: `What ?` > Phoebe: `Intense and creepy .`	Intense and creepy .	neutral
824	97	1	> Phoebe: `Hey , Joey . What going on ?`	Hey , Joey . What going on ?	neutral
825	97	2	> Phoebe: `Hey , Joey . What going on ?` > Joey: `Clear the tracks for the boobie payback express . Next stop : Rachel Green .`	Clear the tracks for the boobie payback express . Next stop : Rachel Green .	neutral
826	97	3	> Phoebe: `Hey , Joey . What going on ?` > Joey: `Clear the tracks for the boobie payback express . Next stop : Rachel Green .` > Monica: `Joey ! ! What the hell were you doing ? !`	Joey ! ! What the hell were you doing ? !	disgust
827	97	4	> Phoebe: `Hey , Joey . What going on ?` > Joey: `Clear the tracks for the boobie payback express . Next stop : Rachel Green .` > Monica: `Joey ! ! What the hell were you doing ? !` > Joey: `Sorry . Wrong boobies .`	Sorry . Wrong boobies .	sadness
828	97	5	> Joey: `Clear the tracks for the boobie payback express . Next stop : Rachel Green .` > Monica: `Joey ! ! What the hell were you doing ? !` > Joey: `Sorry . Wrong boobies .` > Monica: `Hello , Joey .`	Hello , Joey .	neutral
